Provinsi,Kabupaten/Kota,Luas Wilayah (km2),Jumlah Penduduk (ribu jiwa),Indeks Pembangunan Literasi Masyarakat,Persentase Rumah Tangga yang Memiliki Akses Terhadap Sanitasi Layak,Persentase Rumah Tangga yang Memiliki Akses Terhadap Sumber Air Minum Layak,Realisasi Jumlah Kepala Keluarga Penerima Manfaat Bantuan Sosial,Jumlah Anggaran Bantuan Keluarga (rupiah),Rata-rata Pengeluaran per Kapita Sebulan Makanan dan Bukan Makanan di Daerah Perkotaan dan Perdesaan (rupiah),Tingkat Penyerapan Pendapatan (%),Tingkat Penyerapan Belanja (%),Rasio Efektivitas Pendapatan Asli Daerah (PAD) (%),Rasio Efektivitas Penerimaan Pajak (%),Rasio Belanja Terhadap Pendapatan (%),Rasio Belanja Pendidikan (%),Rasio Belanja Kesehatan (%),Rasio Belanja Ekonomi (%),Rasio Belanja Perumahan (%),Umur Harapan Hidup (tahun),Rata-rata Lama Sekolah (tahun),Indeks Pembangunan Manusia (%),Indeks Pembangunan Gender (%),Tingkat Pengangguran Terbuka (%),Jumlah Guru SMA/SMK,Jumlah Siswa SMA/SMK,Produk Domestik Regional Bruto (PDRB) Atas Dasar Harga Berlaku,Jumlah Desa yang memiliki Sarana Kesehatan,Jumlah Tenaga Kesehatan,Persentase Penduduk Miskin (%)
Daerah Istimewa Yogyakarta,Bantul,511.706,1017.75,82.6,96.46,97.96,186147,111688200000,1730515,102.28,99.45,103.23,110.78,100.25,30.66,22.93,11.55,1.48,74.8,9.81,82.05,95.67,3.62,2353,35381,36479,185,5365,11.66
Daerah Istimewa Yogyakarta,Gunung Kidul,1475.147,752.19,56.03,97.63,98.47,344312,206587200000,1163499,104.32,101.93,107.31,110.34,98.96,38.01,17.15,8.11,0.95,74.91,7.35,72.14,86.67,2.16,1715,27580,26705,197,2521,15.18
Daerah Istimewa Yogyakarta,Sleman,573.749,1168.47,76.97,96.43,95.37,86208,51724800000,2181883,105.59,102.54,109.3,108.92,101.53,30.47,18.25,12.55,1.72,75.48,11.33,85.71,96.52,4.13,2650,38842,63683,218,11730,7.46
Daerah Istimewa Yogyakarta,Kota Yogyakarta,32.819,375.78,93.11,96.27,99.94,370889,222533400000,2248145,104.78,95.18,109.48,108.25,100.47,28.02,24.3,13.16,1.85,75.73,12.12,89.1,98.65,5.8,2304,34593,49390,112,6626,6.26
Jawa Timur,Pacitan,1433.59,588.569,71.18,81.26,84.35,205969,123581400000,921999,99.88,96.84,102.8,100.0,103.35,33.02,19.21,10.44,3.91,74.74,7.9,71.49,86.46,1.56,1263,15628,20657,131,1952,13.08
Jawa Timur,Ponorogo,1418.62,962.941,58.2,92.57,95.57,360922,216553200000,1089373,99.65,96.64,98.7,108.27,99.12,32.45,21.55,7.09,1.62,75.28,7.8,73.7,94.6,4.19,1861,29237,27047,216,4193,9.11
Jawa Timur,Trenggalek,1249.23,744.516,80.34,84.66,81.47,300119,180071400000,968997,103.31,101.3,94.24,104.93,101.35,30.85,21.35,11.99,4.74,75.35,7.92,72.47,92.68,3.9,1462,21801,24365,155,2557,10.5
Jawa Timur,Tulungagung,1144.53,1113.847,67.32,87.76,98.62,326374,195824400000,1077898,107.51,102.78,119.85,127.29,102.89,29.98,27.94,9.13,1.34,75.2,8.68,75.13,95.56,4.12,2218,39343,51247,265,5444,6.28
Jawa Timur,Blitar,1745.16,1263.645,61.15,86.16,98.66,337459,202475400000,1087302,99.29,95.55,98.51,101.72,103.17,32.13,19.96,15.05,2.11,75.32,7.87,73.44,93.65,4.77,1517,26655,47779,227,3351,8.16
Jawa Timur,Kediri,1523.56,1689.916,62.51,94.94,96.72,453980,272388000000,1044733,108.58,100.29,107.27,94.06,105.26,28.28,23.79,9.75,2.14,75.07,8.26,75.18,93.41,5.1,2433,43687,54650,335,4733,9.95
Jawa Timur,Malang,3473.44,2735.993,56.2,86.74,97.94,628931,377358600000,1160954,99.16,97.1,89.48,108.55,98.99,31.06,17.78,15.88,1.9,75.34,7.8,73.53,88.91,5.13,4576,81848,138423,429,9695,8.98
Jawa Timur,Lumajang,1797.1,1145.849,29.04,82.45,97.31,341028,204616800000,1274477,105.85,92.01,119.89,110.37,96.47,29.53,22.98,9.75,2.01,74.57,7.27,70.31,89.43,3.28,1653,25273,43059,167,3934,8.65
Jawa Timur,Jember,3313.46,2603.817,55.45,67.46,95.3,797236,478341600000,1111191,98.03,87.71,83.36,87.26,92.75,34.18,22.04,6.55,5.38,74.17,6.54,70.93,85.79,3.23,4507,74136,102758,373,7615,9.01
Jawa Timur,Banyuwangi,3592.9,1754.393,70.7,86.22,97.06,439853,263911800000,1516296,104.03,96.75,98.77,112.75,98.46,9.56,6.02,15.92,0.69,74.13,7.78,74.3,87.57,4.03,3609,56965,108923,323,5130,6.54
Jawa Timur,Bondowoso,1554.99,792.309,75.84,62.1,96.54,417661,250596600000,1090278,101.6,102.93,111.39,88.38,105.49,32.12,20.04,8.39,2.39,73.31,6.53,71.22,91.22,3.63,1675,19313,26543,142,2885,12.6
Jawa Timur,Situbondo,1653.72,700.719,55.76,62.66,95.17,280190,168114000000,1138864,101.02,91.69,90.25,71.37,103.74,38.4,19.09,16.15,2.26,73.36,6.93,71.22,87.73,3.15,1512,23402,27102,122,2655,11.51
Jawa Timur,Probolinggo,1724.51,1185.242,58.27,66.39,96.9,513344,308006400000,1049161,103.96,103.65,109.75,119.25,104.86,29.04,21.07,10.74,1.66,73.93,6.31,70.85,86.63,3.0,2076,28312,45675,182,2941,16.45
Jawa Timur,Pasuruan,1493.29,1657.216,59.56,86.36,98.62,519873,311923800000,1140133,102.54,92.83,126.36,109.42,98.67,28.61,23.1,10.2,2.3,74.61,7.46,72.36,91.17,5.02,2596,43555,201665,229,4851,8.63
Jawa Timur,Sidoarjo,724.04,2171.48,69.84,97.95,98.07,305069,183041400000,1959248,105.27,93.41,111.11,113.87,98.46,27.74,28.73,11.95,1.14,75.63,10.91,82.67,94.9,6.49,3845,77804,296887,398,10788,4.53
Jawa Timur,Mojokerto,984.64,1154.257,63.7,91.14,97.46,333697,200218200000,1345014,107.05,100.43,104.99,100.26,103.29,26.47,18.4,14.37,1.48,74.95,9.13,76.69,91.84,3.87,2350,40756,113130,217,4561,9.37
Jawa Timur,Jombang,1109.84,1362.697,58.05,96.13,98.76,427007,256204200000,1158016,105.36,107.46,107.02,115.12,104.31,28.1,23.45,11.08,1.84,74.64,8.78,75.67,90.83,3.75,3023,49819,53899,260,5235,8.6
Jawa Timur,Nganjuk,1289.07,1131.777,42.08,90.96,99.71,471248,282748800000,1191743,107.09,107.96,117.67,121.86,103.3,33.05,20.97,13.24,1.81,74.64,8.25,75.24,94.18,3.87,2308,40473,36271,216,3327,10.17
Jawa Timur,Madiun,1113.63,757.839,60.85,91.47,97.55,233620,140172000000,1099137,106.19,101.75,101.44,101.98,102.69,25.42,22.8,12.5,1.76,74.79,8.2,74.81,92.55,4.34,1297,20958,25549,164,2360,10.63
Jawa Timur,Magetan,706.44,685.5,77.18,89.99,98.56,191410,114846000000,1135005,102.24,96.81,106.87,108.95,102.38,27.76,18.83,11.58,2.19,75.42,8.69,76.77,94.37,3.28,1373,21359,24577,179,2778,9.32
Jawa Timur,Ngawi,1395.8,884.086,61.37,82.99,97.07,376055,225633000000,1212767,97.74,96.72,99.47,104.36,101.75,27.17,17.53,17.55,1.88,75.21,7.84,73.91,93.13,2.4,1705,28336,25945,198,3383,13.81
Jawa Timur,Bojonegoro,2312.63,1325.299,57.48,96.43,96.13,425593,255355800000,1116149,103.89,80.15,113.1,116.46,114.91,18.38,17.81,27.78,6.93,74.91,7.59,72.75,91.44,4.42,2686,41342,101794,235,4722,11.69
Jawa Timur,Tuban,1973.5,1225.205,54.94,85.12,96.96,332946,199767600000,1264826,108.2,102.38,120.04,110.16,102.28,25.49,16.9,23.95,3.97,74.95,7.53,72.31,88.81,4.28,2046,32056,87111,178,3415,14.36
Jawa Timur,Lamongan,1752.71,1378.147,65.76,95.88,84.6,341477,204886200000,1314533,95.17,92.01,105.63,105.0,97.22,27.24,14.21,11.97,1.72,75.07,8.48,75.9,90.11,4.34,3210,40528,52077,312,5946,12.16
Jawa Timur,Gresik,1256.36,1364.019,44.46,93.22,97.65,291644,174986400000,1819151,95.27,95.12,86.87,92.92,99.12,27.89,19.79,12.75,2.41,74.48,10.03,78.93,91.25,6.45,2853,44279,188605,328,6332,10.32
Jawa Timur,Bangkalan,1301.03,1102.522,40.26,50.31,98.0,356483,213889800000,816100,100.81,98.29,117.29,95.7,101.54,30.92,23.07,10.51,1.91,73.43,6.01,67.33,87.81,5.35,2054,32525,28739,140,3167,18.66
Jawa Timur,Sampang,1228.25,1016.254,53.24,87.24,97.66,343884,206330400000,841069,104.4,99.3,105.41,99.77,97.74,36.23,24.88,6.6,1.32,73.66,5.08,66.72,87.16,2.5,1942,22605,24882,128,2801,20.83
Jawa Timur,Pamekasan,795.15,884.697,56.14,72.94,96.98,439156,263493600000,801202,91.38,89.98,98.2,106.01,100.3,32.57,22.71,9.85,2.01,73.66,7.17,70.85,87.22,1.64,2485,28285,22492,117,3349,13.41
Jawa Timur,Sumenep,2084.02,1153.188,57.91,73.31,99.41,454459,272675400000,1530449,102.96,94.12,111.49,117.24,106.79,26.24,19.75,13.61,1.21,73.86,6.1,69.78,82.67,1.69,2063,21028,45222,149,3843,17.78
Jawa Timur,Kota Kediri,67.23,298.227,51.21,95.39,99.73,114252,68551200000,1532678,100.38,82.42,111.41,104.48,103.42,21.82,29.52,13.31,2.23,75.94,10.92,81.88,94.78,3.91,1596,26846,168749,108,4334,6.51
Jawa Timur,Kota Blitar,33.2,154.867,97.32,95.93,99.6,29720,17832000000,1468379,103.16,94.97,90.47,112.85,103.79,40.22,0.0,0.02,46.0,75.2,10.82,81.44,97.49,5.11,894,16182,9188,49,1925,6.75
Jawa Timur,Kota Malang,111.08,872.694,93.99,87.84,99.48,72393,43435800000,1954957,104.18,95.44,91.22,86.06,99.59,26.16,17.31,14.11,2.15,75.54,11.14,84.68,95.9,6.1,3024,54741,100117,167,9373,3.91
Jawa Timur,Kota Probolinggo,54.68,249.539,79.02,91.59,100.0,70961,42576600000,1470650,103.67,95.07,99.79,105.0,104.68,22.77,29.68,12.69,1.51,74.31,9.72,77.79,96.58,4.44,728,12379,15375,59,1584,6.18
Jawa Timur,Kota Pasuruan,39.0,219.392,85.37,95.52,99.94,37955,22773000000,1567251,98.03,92.41,106.05,113.42,108.66,23.44,26.24,13.32,4.35,74.86,9.94,78.9,96.99,4.63,661,10695,11208,64,1512,6.32
Jawa Timur,Kota Mojokerto,20.22,137.393,90.51,98.56,99.77,32077,19246200000,1672493,104.27,94.72,99.13,106.71,102.93,21.28,29.24,13.64,1.94,75.99,11.38,81.76,94.02,3.76,624,11102,8612,48,2196,5.57
Jawa Timur,Kota Madiun,36.13,201.767,96.93,95.19,100.0,34315,20589000000,2043739,106.7,95.07,109.87,118.54,100.06,21.7,22.24,17.45,4.95,75.67,12.11,84.51,95.26,4.3,979,14613,18653,68,3593,4.38
Jawa Timur,Kota Surabaya,335.93,2921.996,100.0,97.69,100.0,141508,84904800000,2602456,88.78,86.94,92.83,92.55,99.64,21.38,24.91,19.36,2.62,76.02,10.89,84.69,94.53,4.91,6285,117823,772494,445,30037,3.96
Jawa Timur,Kota Batu,194.17,222.685,82.1,96.39,98.27,26287,15772200000,1735817,98.18,87.32,91.65,98.49,104.28,20.89,9.29,17.49,4.82,75.36,9.87,79.69,90.86,3.63,637,9612,22154,40,1558,3.06
Banten,Pandeglang,2771.41,1325.95,66.54,63.66,78.51,359521,215712600000,977409,95.83,95.7,68.61,79.39,102.93,42.4,16.05,7.01,1.59,74.22,7.16,70.88,87.23,8.09,2807,44754,35905,192,2729,9.18
Banten,Lebak,3312.18,1449.21,51.79,70.23,77.92,570402,342241200000,1157659,101.28,97.69,89.37,75.01,102.5,40.76,17.52,9.21,1.46,73.99,6.61,68.33,81.22,6.23,2754,46012,37631,211,3544,8.44
Banten,Tangerang,1027.76,3400.49,52.7,89.38,97.79,502997,301798200000,1577846,115.07,113.48,123.93,122.64,102.46,25.72,20.72,13.29,4.21,75.34,9.06,76.19,91.69,6.06,7025,139654,186104,439,9664,6.55
Banten,Serang,1469.91,1701.8,54.3,85.31,94.75,270616,162369600000,1288059,93.2,92.44,80.1,72.6,99.84,33.49,18.57,13.49,2.25,74.91,7.88,73.28,92.54,9.18,3488,59006,102120,215,3239,4.51
Banten,Kota Tangerang,178.35,1963.97,65.07,96.93,98.04,257839,154703400000,2535588,103.5,94.81,103.87,103.74,100.79,29.58,18.32,18.96,2.09,75.5,11.14,81.53,94.95,5.92,4048,77102,224791,243,8714,5.43
Banten,Kota Cilegon,162.51,455.62,71.26,97.1,99.61,56863,34117800000,2014799,83.29,82.42,59.24,52.71,103.98,26.01,22.19,10.33,3.29,75.03,10.39,78.83,88.29,6.08,1194,19044,137989,73,2619,3.75
Banten,Kota Serang,265.79,734.87,61.22,92.71,99.27,107345,64407000000,1531188,98.63,94.49,98.28,99.51,98.48,37.79,11.78,11.87,3.45,75.31,8.93,76.9,92.61,7.12,1856,31721,42988,110,2985,5.65
Banten,Kota Tangerang Selatan,164.86,1399.5,57.93,99.34,98.37,72029,43217400000,2632598,98.36,96.74,103.21,104.68,102.45,19.97,17.31,25.07,9.69,75.8,11.86,84.16,94.47,5.09,3643,67546,112214,164,8146,2.36
Bali,Jembrana,849.13,325.6,57.54,96.13,95.14,55215,33129000000,1220015,105.08,96.74,102.27,75.88,99.67,24.08,21.29,17.5,0.99,75.07,8.7,75.32,94.9,1.53,680,11106,16845,86,1525,4.51
Bali,Tabanan,849.31,467.7,60.14,96.25,98.38,82204,49322400000,1694323,105.17,95.39,100.05,159.63,96.22,24.22,22.25,20.63,0.83,75.67,9.57,78.83,95.95,1.85,946,14343,27650,158,3237,4.4
Bali,Badung,398.75,568.5,74.96,99.3,100.0,30749,18449400000,2584659,75.92,74.28,73.37,72.89,104.21,15.92,10.56,23.02,2.32,75.9,11.14,83.73,96.16,1.83,1712,27764,75098,145,5694,2.23
Bali,Gianyar,364.36,527.1,55.96,99.52,99.55,50447,30268200000,1940056,97.24,86.31,95.72,103.71,85.39,19.29,19.63,18.76,6.56,75.72,9.84,80.23,95.14,1.98,1469,24697,33047,141,3380,4.0
Bali,Klungkung,313.96,209.3,64.57,99.23,99.02,31289,18773400000,1349130,98.15,93.12,99.52,119.61,98.92,26.94,26.15,10.54,0.87,74.9,8.74,75.15,92.18,1.23,663,10149,11015,85,1868,5.3
Bali,Bangli,526.76,262.3,49.92,92.49,96.07,43517,26110200000,1531358,101.27,95.46,83.42,99.69,99.01,27.67,23.26,10.26,1.84,74.23,7.58,72.51,92.58,0.74,765,10065,8466,95,1843,5.06
Bali,Karangasem,839.32,502.3,75.43,91.31,99.5,135204,81122400000,968099,99.47,92.35,104.85,107.14,102.23,33.36,20.09,12.44,1.53,74.17,6.7,70.91,90.67,1.63,1023,16671,20210,114,1695,6.52
Bali,Buleleng,1322.68,814.8,68.46,93.79,94.36,160553,96331800000,1083146,97.27,90.24,94.64,103.01,94.98,35.58,23.57,9.0,1.11,74.71,7.69,75.35,92.24,2.06,2025,30631,41388,162,3165,5.39
Bali,Kota Denpasar,125.87,755.6,76.11,99.01,99.96,9203,5521800000,2621604,111.54,86.9,126.88,127.26,91.07,24.97,15.34,14.74,5.48,75.8,11.53,85.11,96.77,2.11,2264,41412,65300,126,11314,2.59
Nusa Tenggara Barat,Lombok Barat,923.06,765.0,43.6,79.62,94.92,294129,176477400000,1187234,107.81,104.05,125.58,102.19,91.68,32.47,24.7,7.51,2.63,72.64,6.88,72.7,90.66,2.75,1749,22877,19160,155,2520,12.65
Nusa Tenggara Barat,Lombok Tengah,1169.52,1109.8,38.01,85.31,94.66,506115,303669000000,1111803,106.66,103.12,139.34,101.88,95.89,36.89,21.11,9.6,3.92,71.59,6.73,71.19,88.78,2.55,2753,32076,22605,230,4289,12.07
Nusa Tenggara Barat,Lombok Timur,1606.47,1414.5,45.24,87.98,96.17,468859,281315400000,1234838,99.86,98.66,88.87,57.37,96.74,37.34,22.85,11.43,1.5,71.95,7.36,71.48,92.39,2.53,3623,45261,26293,245,6068,14.51
Nusa Tenggara Barat,Sumbawa,6655.92,536.6,57.04,89.4,95.75,142813,85687800000,1382496,104.43,102.57,107.11,73.14,96.75,33.55,20.33,10.83,2.73,72.67,8.59,72.36,94.96,2.67,1431,18147,18517,166,3421,12.87
Nusa Tenggara Barat,Dompu,2281.75,250.9,38.88,84.63,98.85,86454,51872400000,1113655,109.8,101.94,190.51,102.5,95.95,29.39,20.17,13.88,4.14,71.76,9.04,72.59,91.52,2.7,1641,14281,9064,74,2535,11.59
Nusa Tenggara Barat,Bima,4216.09,543.5,29.46,87.9,97.13,183772,110263200000,1008020,106.13,103.79,134.34,59.03,99.48,34.94,14.95,12.28,2.45,71.88,8.3,70.99,92.33,2.19,3634,22225,14757,162,4043,13.88
Nusa Tenggara Barat,Sumbawa Barat,1743.58,155.5,58.2,98.09,94.73,42663,25597800000,1829331,163.05,145.02,209.5,224.99,93.03,18.86,13.49,32.39,3.26,72.97,8.99,75.52,93.61,3.1,428,5749,36565,58,1331,12.23
Nusa Tenggara Barat,Lombok Utara,811.19,261.6,66.13,85.88,95.02,105970,63582000000,1056677,114.59,106.57,112.78,126.49,92.56,25.0,17.44,14.82,5.24,71.52,6.4,68.64,86.04,1.85,571,8006,5983,55,1259,23.96
Nusa Tenggara Barat,Kota Mataram,60.42,445.0,59.71,89.72,98.77,119418,71650800000,1869408,111.32,108.76,130.7,116.6,97.22,19.38,14.35,11.97,6.1,74.83,9.58,81.64,93.32,4.85,1632,23372,24200,104,6152,8.0
Nusa Tenggara Barat,Kota Bima,207.89,163.6,69.03,93.63,99.57,48391,29034600000,1573970,111.12,104.05,192.77,91.33,99.31,27.81,18.95,13.71,3.14,73.15,10.96,78.91,96.88,3.27,922,8075,5314,57,1609,8.12
Nusa Tenggara Timur,Sumba Barat,757.41,155.01,53.59,60.76,84.0,78173,46903800000,834402,100.1,98.64,105.85,127.64,98.81,20.73,22.84,14.94,3.08,71.37,7.17,67.7,95.06,3.21,643,8604,3005,31,1005,26.52
Nusa Tenggara Timur,Sumba Timur,6984.01,259.26,51.91,65.88,73.31,154227,92536200000,1107696,96.69,97.76,102.6,79.09,105.56,23.18,17.53,13.21,3.71,71.57,7.77,70.28,96.24,3.46,1088,16243,7800,124,1945,27.04
Nusa Tenggara Timur,Kupang,5136.51,380.21,22.16,73.34,90.16,159194,95516400000,873777,94.7,97.13,66.18,61.8,100.0,28.55,19.3,14.71,3.17,69.53,7.62,68.26,89.03,3.36,2078,18407,9868,185,1603,21.37
Nusa Tenggara Timur,Timor Tengah Selatan,3933.15,481.28,20.8,70.72,75.48,220527,132316200000,975534,91.57,95.55,54.26,78.75,105.4,31.87,16.37,9.45,1.64,71.22,7.21,66.22,95.96,2.63,1915,22465,10243,149,1999,24.68
Nusa Tenggara Timur,Timor Tengah Utara,2623.2,275.44,53.82,80.84,92.51,122824,73694400000,991474,96.4,91.54,92.54,53.76,97.37,21.64,11.37,8.89,2.16,71.02,8.17,67.27,96.08,1.82,1350,14098,5156,87,2001,20.89
Nusa Tenggara Timur,Belu,1127.25,235.71,61.46,85.78,86.36,69379,41627400000,892179,96.39,96.77,72.79,63.16,103.49,27.07,24.01,11.89,2.23,74.3,7.5,68.13,97.25,5.41,1107,12301,5931,50,1372,13.86
Nusa Tenggara Timur,Alor,2928.56,225.02,29.48,85.83,87.28,92923,55753800000,798131,98.22,96.87,119.31,89.75,98.63,27.93,20.12,10.47,3.15,70.88,8.61,67.7,92.75,2.27,1413,9578,4008,87,1965,19.87
Nusa Tenggara Timur,Lembata,1268.11,143.35,73.42,88.61,96.72,84240,50544000000,896750,97.53,97.7,65.34,60.42,96.43,24.9,17.68,10.13,3.27,73.35,8.27,68.95,91.7,2.18,653,6354,2255,57,1059,24.22
Nusa Tenggara Timur,Flores Timur,1748.52,292.52,33.83,96.98,99.8,65921,39552600000,859097,101.23,102.49,137.55,93.44,101.25,29.56,22.81,8.41,1.41,73.91,8.06,69.79,92.15,3.58,1155,11587,6446,89,1838,11.25
Nusa Tenggara Timur,Sikka,1671.65,340.33,48.66,85.35,93.95,113473,68083800000,937480,98.97,94.74,107.51,79.12,101.68,29.33,22.43,8.18,0.93,74.24,6.99,69.96,89.7,2.33,1359,16656,6756,115,2187,11.89
Nusa Tenggara Timur,Ende,2085.24,281.37,46.57,92.69,97.64,113977,68386200000,1001953,95.52,96.5,91.56,50.9,100.63,28.55,18.24,9.55,1.59,72.87,8.29,72.24,96.33,2.05,1296,14276,7885,96,2264,22.57
Nusa Tenggara Timur,Ngada,1735.64,174.09,63.0,86.56,97.2,42847,25708200000,1101417,100.35,97.86,98.73,103.52,95.71,23.19,27.02,9.5,1.21,74.43,8.83,72.04,96.35,2.68,823,9247,4469,91,1569,11.87
Nusa Tenggara Timur,Manggarai,1343.83,334.46,36.25,66.26,95.54,154354,92612400000,1007052,99.21,98.62,109.05,60.34,95.94,35.15,21.95,10.22,1.11,72.44,7.91,69.35,89.08,1.17,1637,24208,5944,118,2545,19.01
Nusa Tenggara Timur,Rote Ndao,1286.45,152.95,65.02,85.16,82.48,70360,42216000000,856844,101.03,99.71,113.35,117.74,99.8,31.22,15.48,13.73,1.76,69.81,7.83,66.4,85.6,2.42,642,8403,3916,105,891,25.78
Nusa Tenggara Timur,Manggarai Barat,3129.0,276.28,53.42,82.03,89.72,131547,78928200000,1053802,94.72,96.85,88.22,88.9,99.43,21.67,20.27,17.56,2.83,72.86,8.21,68.68,89.04,3.47,1465,15513,4594,85,1889,16.74
Nusa Tenggara Timur,Sumba Tengah,1789.66,92.35,67.59,52.51,59.59,47962,28777200000,871294,99.07,98.29,102.93,116.54,100.56,22.47,16.23,19.69,3.53,69.46,7.23,64.46,91.24,1.89,314,4330,1527,29,868,30.84
Nusa Tenggara Timur,Sumba Barat Daya,1383.31,328.77,52.79,52.6,86.12,225482,135289200000,810957,100.12,96.6,166.15,128.88,97.3,29.94,12.95,14.04,2.73,69.2,6.39,64.27,98.36,2.64,1639,23485,4930,74,1693,27.2
Nusa Tenggara Timur,Nagekeo,1396.16,168.36,77.68,83.52,93.46,44852,26911200000,791769,98.2,94.97,110.84,77.41,97.61,31.89,19.45,7.21,2.99,72.51,8.23,69.7,98.35,2.17,728,7870,2870,73,1164,12.3
Nusa Tenggara Timur,Manggarai Timur,2389.53,296.17,62.17,55.75,88.18,156163,93697800000,822291,98.18,99.55,69.85,59.47,98.24,32.96,23.87,9.87,2.04,72.98,7.96,66.03,91.97,0.51,1558,13880,4269,100,2302,24.9
Nusa Tenggara Timur,Sabu Raijua,460.96,94.79,45.52,83.51,72.95,57092,34255200000,1118702,99.02,103.41,70.88,73.91,103.86,26.16,14.24,18.07,3.24,66.65,6.99,62.06,92.42,3.99,480,5844,1733,62,567,28.13
Nusa Tenggara Timur,Malaka,1109.16,193.51,46.19,73.7,90.98,67050,40230000000,984269,100.75,102.72,101.88,109.81,106.23,24.01,18.8,9.59,5.6,71.47,7.14,65.13,90.79,1.58,1089,9300,3770,52,1233,13.92
Nusa Tenggara Timur,Kota Kupang,159.33,474.8,50.81,91.69,93.68,83247,49948200000,1430799,96.61,94.69,81.06,101.94,97.63,32.13,18.65,13.1,2.8,74.95,11.64,83.21,96.47,8.6,2151,25368,30773,113,4871,8.24
Kalimantan Barat,Sambas,5937.995,654.912,74.25,93.68,95.38,137046,82227600000,1185779,98.21,89.96,103.42,99.01,94.09,28.27,22.64,14.46,2.66,74.32,6.76,71.2,88.39,4.99,1395,24439,28561,144,1892,6.53
Kalimantan Barat,Bengkayang,5488.608,303.422,61.54,84.37,86.41,82319,49391400000,1205627,96.1,92.43,71.53,88.99,100.74,31.49,20.61,12.19,2.28,74.42,7.41,70.3,84.06,2.81,840,11379,12238,86,990,6.0
Kalimantan Barat,Landak,8430.711,419.092,36.23,66.28,71.64,162413,97447800000,1297831,100.3,98.03,88.84,42.42,100.05,29.26,18.53,13.92,2.48,74.13,7.46,69.13,89.71,2.22,1034,16402,14967,95,1556,8.98
Kalimantan Barat,Mempawah,1935.419,316.728,81.06,80.8,90.19,88508,53104800000,1117493,106.77,104.85,121.18,109.56,105.73,26.51,19.58,15.1,10.0,74.34,7.21,69.63,89.03,6.78,574,8254,12513,50,2834,4.83
Kalimantan Barat,Sanggau,12452.224,510.412,73.87,73.57,82.66,92320,55392000000,1274653,104.45,96.43,121.99,135.91,103.54,29.87,16.62,13.66,6.45,74.15,7.47,69.4,83.03,3.71,902,16461,26524,111,2139,4.67
Kalimantan Barat,Ketapang,30018.676,599.89,83.84,83.89,69.49,76081,45648600000,1371632,102.91,93.89,102.43,89.44,111.53,27.09,14.34,16.64,6.86,73.72,7.68,70.34,89.61,6.36,1208,18175,39117,213,1755,8.5
Kalimantan Barat,Sintang,22025.788,443.684,50.64,80.06,73.21,106467,63880200000,1461424,103.39,101.35,102.06,60.68,100.48,30.15,17.66,10.98,1.98,74.35,7.65,70.13,88.05,2.85,1200,17431,20485,138,1696,8.03
Kalimantan Barat,Kapuas Hulu,31318.246,265.772,54.87,74.44,67.25,57053,34231800000,1402426,102.03,102.52,113.16,92.26,100.68,26.1,13.99,17.69,2.07,73.49,8.03,68.77,86.83,2.18,726,9436,14342,113,1380,7.4
Kalimantan Barat,Sekadau,5979.044,222.51,33.31,72.69,60.12,45459,27275400000,1350029,102.51,105.81,93.41,84.63,102.97,29.36,16.21,14.36,5.24,74.12,7.23,67.74,84.13,2.24,477,8456,9432,76,980,5.66
Kalimantan Barat,Melawi,10122.513,243.25,56.35,71.38,51.24,54415,32649000000,1277339,100.45,100.24,83.5,83.76,103.94,29.5,12.58,14.73,2.56,73.82,7.66,68.81,81.9,2.41,594,7926,7234,71,1088,10.62
Kalimantan Barat,Kayong Utara,4110.123,135.087,56.3,73.0,98.26,33255,19953000000,1414466,98.38,102.1,105.27,115.55,103.78,24.24,20.49,15.95,3.82,72.54,6.54,67.05,86.99,3.02,371,4973,5831,47,696,8.84
Kalimantan Barat,Kubu Raya,8549.294,649.866,46.01,77.94,92.84,125414,75248400000,1086721,102.86,110.47,125.28,126.09,99.75,30.01,14.32,12.57,11.03,73.42,7.05,71.14,85.68,6.73,1466,19998,41726,127,1942,4.08
Kalimantan Barat,Kota Pontianak,118.209,680.852,82.55,96.5,98.54,76150,45690000000,2086967,96.73,95.7,94.13,92.05,99.54,24.15,20.15,18.9,12.08,75.46,10.47,82.22,94.8,8.29,2065,33436,51350,76,5218,4.2
Kalimantan Barat,Kota Singkawang,550.187,249.998,94.03,89.23,91.96,48969,29381400000,1534940,104.9,101.14,123.73,112.86,98.7,25.36,30.01,12.17,5.71,74.75,8.22,74.68,93.15,7.92,704,11265,14015,55,2210,4.53
Kalimantan Tengah,Kotawaringin Barat,9480.3,282.79,74.2,92.0,88.9,24677,14806200000,1852214,108.7,110.97,89.66,69.65,104.02,18.09,22.2,21.77,2.86,73.29,8.77,75.35,92.32,4.42,778,11012,31221,146,1492,4.11
Kalimantan Tengah,Kotawaringin Timur,15543.8,448.18,49.7,75.67,83.59,64486,38691600000,1730431,96.44,93.5,52.99,25.29,98.81,26.91,26.37,13.0,1.09,74.38,8.18,74.47,88.57,4.63,1126,17068,37991,210,1748,5.66
Kalimantan Tengah,Kapuas,17033.6,430.18,50.83,63.31,67.14,69436,41661600000,1179167,132.77,90.81,168.09,94.07,84.65,24.17,12.16,26.35,2.64,72.86,7.93,72.98,95.68,3.61,872,8981,25169,153,1663,5.25
